Optical Power Monitor
3.0.3723.540
Delimiter Used: , ','

Start of Measurement , 10/27/2025 16:06:41
Sample Interval , 0.1 s
, PM100D 240313515
Type, PM100D
Serialnumber, P0021870
Sensor, S121C
SensorSerialnumber, 240313515
Wavelength / Responsivity, 532 nm

,,,PM100D 240313515, 
Samples ,Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W),
0, 10/27/2025, 16:06:41.651,0.0025937
1, 10/27/2025, 16:06:42.001,0.0025994
2, 10/27/2025, 16:06:42.126,0.0026036
3, 10/27/2025, 16:06:42.250,0.0025866
4, 10/27/2025, 16:06:42.353,0.0026009
5, 10/27/2025, 16:06:42.476,0.0026025
6, 10/27/2025, 16:06:42.600,0.0025946
7, 10/27/2025, 16:06:42.725,0.0025845
8, 10/27/2025, 16:06:42.833,0.0025947
9, 10/27/2025, 16:06:42.957,0.0025976
10, 10/27/2025, 16:06:42.990,0.0026006
11, 10/27/2025, 16:06:43.021,0.0025858
12, 10/27/2025, 16:06:43.144,0.0025976
13, 10/27/2025, 16:06:43.268,0.0025852
14, 10/27/2025, 16:06:43.391,0.0025972
15, 10/27/2025, 16:06:43.515,0.0025895
16, 10/27/2025, 16:06:43.639,0.0026039
17, 10/27/2025, 16:06:43.766,0.0025987
18, 10/27/2025, 16:06:43.890,0.0025989
19, 10/27/2025, 16:06:43.921,0.0025829
20, 10/27/2025, 16:06:43.955,0.0025997
21, 10/27/2025, 16:06:43.986,0.0025992
22, 10/27/2025, 16:06:44.017,0.0025909
23, 10/27/2025, 16:06:44.140,0.0025907
24, 10/27/2025, 16:06:44.264,0.0026007
25, 10/27/2025, 16:06:44.388,0.0025958
26, 10/27/2025, 16:06:44.511,0.0026
27, 10/27/2025, 16:06:44.635,0.0026011
28, 10/27/2025, 16:06:44.758,0.0025828
29, 10/27/2025, 16:06:44.886,0.0025924
30, 10/27/2025, 16:06:44.928,0.0026037
31, 10/27/2025, 16:06:44.959,0.0026077
32, 10/27/2025, 16:06:44.994,0.0025895
33, 10/27/2025, 16:06:45.025,0.0025992
34, 10/27/2025, 16:06:45.148,0.0026021
35, 10/27/2025, 16:06:45.272,0.002586
36, 10/27/2025, 16:06:45.396,0.0026076
37, 10/27/2025, 16:06:45.519,0.0026046
38, 10/27/2025, 16:06:45.643,0.0026061
39, 10/27/2025, 16:06:45.767,0.0025935
40, 10/27/2025, 16:06:45.890,0.0026056
41, 10/27/2025, 16:06:45.921,0.0026145
42, 10/27/2025, 16:06:45.957,0.0025983
43, 10/27/2025, 16:06:45.988,0.0026043
44, 10/27/2025, 16:06:46.019,0.0025954
45, 10/27/2025, 16:06:46.143,0.0026016
46, 10/27/2025, 16:06:46.266,0.0026072
