Optical Power Monitor
3.0.3723.540
Delimiter Used: , ','

Start of Measurement , 10/27/2025 16:52:25
Sample Interval , 0.1 s
, PM100D 240313515
Type, PM100D
Serialnumber, P0021870
Sensor, S121C
SensorSerialnumber, 240313515
Wavelength / Responsivity, 532 nm

,,,PM100D 240313515, 
Samples ,Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W),
0, 10/27/2025, 16:52:25.864,0.096411
1, 10/27/2025, 16:52:26.215,0.096416
2, 10/27/2025, 16:52:26.319,0.096353
3, 10/27/2025, 16:52:26.448,0.096376
4, 10/27/2025, 16:52:26.571,0.096434
5, 10/27/2025, 16:52:26.672,0.096358
6, 10/27/2025, 16:52:26.796,0.09639
7, 10/27/2025, 16:52:26.919,0.096467
8, 10/27/2025, 16:52:26.958,0.096321
9, 10/27/2025, 16:52:26.998,0.096482
10, 10/27/2025, 16:52:27.040,0.096242
11, 10/27/2025, 16:52:27.147,0.096385
12, 10/27/2025, 16:52:27.270,0.0964
13, 10/27/2025, 16:52:27.394,0.09631
14, 10/27/2025, 16:52:27.518,0.096146
15, 10/27/2025, 16:52:27.647,0.096196
16, 10/27/2025, 16:52:27.771,0.096289
17, 10/27/2025, 16:52:27.895,0.096274
18, 10/27/2025, 16:52:27.926,0.096361
19, 10/27/2025, 16:52:27.956,0.096383
20, 10/27/2025, 16:52:27.987,0.096496
21, 10/27/2025, 16:52:28.024,0.096389
22, 10/27/2025, 16:52:28.148,0.096345
23, 10/27/2025, 16:52:28.272,0.096292
24, 10/27/2025, 16:52:28.395,0.096344
25, 10/27/2025, 16:52:28.519,0.096385
26, 10/27/2025, 16:52:28.643,0.096373
27, 10/27/2025, 16:52:28.766,0.096325
28, 10/27/2025, 16:52:28.890,0.096283
29, 10/27/2025, 16:52:28.921,0.096315
30, 10/27/2025, 16:52:28.952,0.096315
31, 10/27/2025, 16:52:28.983,0.096239
32, 10/27/2025, 16:52:29.014,0.096197
33, 10/27/2025, 16:52:29.137,0.096051
34, 10/27/2025, 16:52:29.268,0.096092
35, 10/27/2025, 16:52:29.392,0.09627
36, 10/27/2025, 16:52:29.515,0.096279
37, 10/27/2025, 16:52:29.639,0.096265
38, 10/27/2025, 16:52:29.762,0.096286
39, 10/27/2025, 16:52:29.885,0.096418
40, 10/27/2025, 16:52:29.916,0.096411
41, 10/27/2025, 16:52:29.947,0.096355
42, 10/27/2025, 16:52:29.978,0.096216
43, 10/27/2025, 16:52:30.009,0.096338
44, 10/27/2025, 16:52:30.133,0.096358
45, 10/27/2025, 16:52:30.256,0.096367
46, 10/27/2025, 16:52:30.380,0.096316
47, 10/27/2025, 16:52:30.503,0.096404
48, 10/27/2025, 16:52:30.626,0.096405
49, 10/27/2025, 16:52:30.750,0.096427
50, 10/27/2025, 16:52:30.874,0.096454
51, 10/27/2025, 16:52:30.905,0.096572
52, 10/27/2025, 16:52:30.941,0.096541
53, 10/27/2025, 16:52:30.972,0.09642
54, 10/27/2025, 16:52:31.002,0.09642
55, 10/27/2025, 16:52:31.126,0.096462
56, 10/27/2025, 16:52:31.250,0.096408
57, 10/27/2025, 16:52:31.373,0.09638
58, 10/27/2025, 16:52:31.497,0.096428
59, 10/27/2025, 16:52:31.621,0.096292
60, 10/27/2025, 16:52:31.744,0.096377
61, 10/27/2025, 16:52:31.868,0.09638
62, 10/27/2025, 16:52:31.992,0.096398
63, 10/27/2025, 16:52:32.023,0.09627
64, 10/27/2025, 16:52:32.146,0.096283
65, 10/27/2025, 16:52:32.270,0.096195
66, 10/27/2025, 16:52:32.394,0.096271
67, 10/27/2025, 16:52:32.517,0.096308
68, 10/27/2025, 16:52:32.641,0.096294
69, 10/27/2025, 16:52:32.765,0.096231
70, 10/27/2025, 16:52:32.888,0.096216
71, 10/27/2025, 16:52:32.919,0.09627
72, 10/27/2025, 16:52:32.950,0.09627
73, 10/27/2025, 16:52:32.981,0.096211
74, 10/27/2025, 16:52:33.012,0.096151
75, 10/27/2025, 16:52:33.136,0.096158
76, 10/27/2025, 16:52:33.259,0.096148
77, 10/27/2025, 16:52:33.383,0.096183
78, 10/27/2025, 16:52:33.507,0.096259
79, 10/27/2025, 16:52:33.630,0.096257
80, 10/27/2025, 16:52:33.754,0.096218
81, 10/27/2025, 16:52:33.878,0.096142
82, 10/27/2025, 16:52:33.909,0.09603
83, 10/27/2025, 16:52:33.945,0.096233
84, 10/27/2025, 16:52:33.976,0.096092
85, 10/27/2025, 16:52:34.006,0.096157
86, 10/27/2025, 16:52:34.130,0.096239
87, 10/27/2025, 16:52:34.254,0.096234
88, 10/27/2025, 16:52:34.377,0.096147
89, 10/27/2025, 16:52:34.501,0.096256
90, 10/27/2025, 16:52:34.625,0.096244
91, 10/27/2025, 16:52:34.748,0.096123
92, 10/27/2025, 16:52:34.872,0.096132
93, 10/27/2025, 16:52:34.903,0.096061
94, 10/27/2025, 16:52:34.934,0.09625
95, 10/27/2025, 16:52:34.965,0.096239
96, 10/27/2025, 16:52:34.996,0.09618
97, 10/27/2025, 16:52:35.027,0.096485
98, 10/27/2025, 16:52:35.150,0.096162
99, 10/27/2025, 16:52:35.274,0.096248
100, 10/27/2025, 16:52:35.398,0.096219
101, 10/27/2025, 16:52:35.521,0.096342
102, 10/27/2025, 16:52:35.645,0.096286
103, 10/27/2025, 16:52:35.769,0.09624
104, 10/27/2025, 16:52:35.892,0.0962
105, 10/27/2025, 16:52:35.923,0.096344
106, 10/27/2025, 16:52:35.954,0.096137
107, 10/27/2025, 16:52:35.985,0.096154
108, 10/27/2025, 16:52:36.016,0.096177
109, 10/27/2025, 16:52:36.140,0.096161
110, 10/27/2025, 16:52:36.263,0.096228
111, 10/27/2025, 16:52:36.387,0.096137
112, 10/27/2025, 16:52:36.510,0.096094
113, 10/27/2025, 16:52:36.634,0.096027
114, 10/27/2025, 16:52:36.764,0.096122
